Date,RN,Rainfall,AirTMax(F),AirTMin(F),AirTSmp(F),AirTAvg(F),WindMphMax,WindMphAvg,WindDir
1/2/18 11:00,4149,0,0.509,-2.295,0.265,-0.892,18.85,10.55,249.6
1/2/18 12:00,4150,0,5.131,0.204,5.07,2.442,18.85,10.16,223.3
1/2/18 13:00,4151,0,8.72,4.764,8.72,7.238,17.84,9.33,160.6
1/2/18 14:00,4152,0,10.13,8.72,9.82,9.29,17.17,8.95,199
1/2/18 15:00,4153,0,10.85,9.82,10.43,10.39,17.51,8.93,201.8
1/2/18 16:00,4154,0,10.91,10.06,10.55,10.57,20.52,10.53,212.7
1/2/18 17:00,4155,0,10.79,9.45,9.88,10.07,20.86,9.21,223.2
1/2/18 18:00,4156,0,10.73,9.82,10.49,10.27,17.84,9.27,245.3
1/2/18 19:00,4157,0,12.13,10.36,11.89,11.24,18.18,9.11,269.9
1/2/18 20:00,4158,0,12.38,11.77,12.01,12.03,16.83,10.05,270.4
1/2/18 21:00,4159,0,12.38,11.59,11.83,11.98,17.84,9.32,325.8
1/2/18 22:00,4160,0,12.01,11.1,11.34,11.61,22.54,11.02,302.5
1/2/18 23:00,4161,0,11.46,10.3,10.61,10.86,17.84,9.91,302.9
1/3/18 0:00,4162,0,10.73,9.02,9.2,10.08,22.2,10.07,325.2
1/3/18 1:00,4163,0,9.33,6.282,6.649,7.742,22.87,11.81,301.4
1/3/18 2:00,4164,0,6.771,5.313,5.496,5.868,18.51,8.87,0.048
1/3/18 3:00,4165,0,5.618,3.36,3.726,4.463,20.19,9.78,336.4
1/3/18 4:00,4166,0,3.727,2.083,2.083,2.904,15.83,8.15,343.4
1/3/18 5:00,4167,0,2.45,0.99,0.99,1.733,17.84,8.03,317.7
1/3/18 6:00,4168,0,1.357,-0.288,-0.104,0.417,15.49,8.15,320.2
1/3/18 7:00,4169,0,0.141,-1.385,-1.385,-0.675,12.14,7.205,319
1/3/18 8:00,4170,0,-1.079,-1.813,-1.507,-1.535,12.81,7.548,315.2
1/3/18 9:00,4171,0,-0.652,-1.69,-0.957,-1.18,18.85,9.56,311.7
1/3/18 10:00,4172,0,-0.231,-1.385,-0.536,-0.767,20.52,10.07,322.9
1/3/18 11:00,4173,0,1.956,-0.536,1.711,0.55,16.5,8.37,324.4
1/3/18 12:00,4174,0,2.504,0.977,2.076,1.615,14.82,7.799,312.1
1/3/18 13:00,4175,0,3.168,1.771,3.046,2.581,17.51,9.14,291.7
1/3/18 14:00,4176,0,4.268,2.558,3.535,3.266,18.18,9.71,313.7
1/3/18 15:00,4177,0,4.023,3.047,3.906,3.472,15.49,9.05,298.3
1/3/18 16:00,4178,0,3.845,2.198,2.198,2.952,15.16,8.59,309
1/3/18 17:00,4179,0,2.565,0.373,0.497,1.388,11.13,6.086,326
1/3/18 18:00,4180,0,0.864,-0.469,-0.102,0.095,9.46,4.657,320.8
1/3/18 19:00,4181,0,0.02,-1.263,-1.202,-0.674,10.8,5.717,317.9
1/3/18 20:00,4182,0,-0.896,-1.996,-1.69,-1.461,9.12,4.155,336.8
1/3/18 21:00,4183,0,-1.446,-3.334,-3.151,-2.29,7.779,2.217,313.5
1/3/18 22:00,4184,0,-2.845,-4.067,-3.701,-3.519,7.779,3.703,334.1
1/3/18 23:00,4185,0,-3.273,-4.251,-3.945,-3.746,9.12,3.92,337.5
1/4/18 0:00,4186,0,-3.823,-5.045,-4.923,-4.599,6.773,1.726,0.048
1/4/18 1:00,4187,0,-4.067,-5.045,-4.312,-4.52,8.11,2.64,3.155
1/4/18 2:00,4188,0,-3.762,-4.556,-4.189,-4.239,6.437,1.77,348.8
1/4/18 3:00,4189,0,-3.762,-5.534,-5.106,-4.484,6.437,1.238,333.6
1/4/18 4:00,4190,0,-4.984,-6.634,-6.45,-5.673,7.443,0.904,322.2
1/4/18 5:00,4191,0,-6.267,-7.667,-7.423,-7.055,4.76,0.228,306.1
1/4/18 6:00,4192,0,-6.139,-7.606,-6.143,-6.828,6.437,0.875,316.4
1/4/18 7:00,4193,0,-6.143,-6.817,-6.45,-6.538,6.102,1.479,3.251
1/4/18 8:00,4194,0,-6.206,-6.878,-6.512,-6.545,5.766,0.677,344.1
1/4/18 9:00,4195,0,-5.534,-6.634,-5.962,-6.166,5.766,0.706,25.22
1/4/18 10:00,4196,0,-4.622,-6.023,-5.111,-5.516,5.431,1.089,50.57
1/4/18 11:00,4197,0,-2.301,-5.234,-3.218,-4.221,5.096,0.34,17.21
1/4/18 12:00,4198,0,0.002,-3.401,-0.488,-1.722,5.096,0.358,301.9
1/4/18 13:00,4199,0,3.046,-0.855,2.619,0.895,6.773,0.871,37.64
1/4/18 14:00,4200,0,4.504,2.124,4.321,2.984,5.766,0.457,301.6
1/4/18 15:00,4201,0,5.603,3.71,4.077,4.369,4.76,0.11,296.5
1/4/18 16:00,4202,0,5.847,2.679,2.74,4.502,0,0,13.47
1/4/18 17:00,4203,0,2.985,0.495,0.617,1.523,2.412,0.006,33.09
1/4/18 18:00,4204,0,0.923,-1.02,-0.775,-0.033,2.748,0.01,2.868
1/4/18 19:00,4205,0,-0.714,-2.42,-2.42,-1.562,0,0,8.32
1/4/18 20:00,4206,0,-2.051,-3.334,-3.334,-2.74,0,0,333.6
1/4/18 21:00,4207,0,-2.967,-4.495,-4.311,-3.79,0,0,10.28
1/4/18 22:00,4208,0,-4.189,-6.322,-6.322,-5.33,0,0,323.9
1/4/18 23:00,4209,0,-5.339,-6.378,-6.195,-5.929,0,0,344.3
1/5/18 0:00,4210,0,-5.828,-8.52,-8.27,-7.194,0,0,313.4
1/5/18 1:00,4211,0,-6.803,-8.58,-7.05,-7.462,0,0,333.2
1/5/18 2:00,4212,0,-6.866,-8.09,-8.09,-7.487,6.102,0.899,0.048
1/5/18 3:00,4213,0,-7.601,-8.52,-8.52,-8.07,6.773,3.289,351.6
1/5/18 4:00,4214,0,-8.15,-9.62,-9.5,-8.83,6.773,1.156,320.4
1/5/18 5:00,4215,0,-9.25,-10.66,-10.47,-10,0,0,0.072
1/5/18 6:00,4216,0,-10.1,-11.2,-10.96,-10.65,8.11,2.721,0.502
1/5/18 7:00,4217,0,-10.84,-12.06,-11.94,-11.47,7.779,3.087,6.815
1/5/18 8:00,4218,0,-11.69,-12.67,-12.55,-12.18,8.79,3.338,338.4
1/5/18 9:00,4219,0,-11.2,-12.55,-11.32,-12.05,10.46,5.095,0.048
1/5/18 10:00,4220,0,-8.82,-11.39,-9.2,-9.89,8.79,3.534,18.86
1/5/18 11:00,4221,0,-4.867,-9.44,-5.783,-7.535,8.11,2.598,318.6
1/5/18 12:00,4222,0,-3.774,-6.395,-3.958,-5.117,6.773,2.416,285.9
1/5/18 13:00,4223,0,-0.728,-4.08,-1.221,-2.449,7.443,1.97,134
1/5/18 14:00,4224,0,0.855,-1.588,-0.061,-0.561,8.79,2.896,303.6
1/5/18 15:00,4225,0,1.71,-0.305,0.855,0.462,8.11,2.638,330.3
1/5/18 16:00,4226,0,0.733,-0.724,-0.54,-0.336,7.443,3.622,323
1/5/18 17:00,4227,0,-0.231,-1.629,-1.507,-0.873,7.443,3.806,334.6
1/5/18 18:00,4228,0,-1.263,-2.851,-2.605,-2.089,3.419,0.065,343.2
1/5/18 19:00,4229,0,-2.481,-4.006,-3.945,-3.34,0,0,0.478
1/5/18 20:00,4230,0,-3.7,-6.628,-6.628,-5.157,0,0,308.3
1/5/18 21:00,4231,0,-5.523,-7.723,-7.662,-6.659,0,0,303.4
1/5/18 22:00,4232,0,-7.417,-8.82,-8.15,-8.01,0,0,291.7
1/5/18 23:00,4233,0,-7.963,-9.31,-9.06,-8.54,0,0,291.6
1/6/18 0:00,4234,0,-8.33,-11.08,-11.08,-8.88,0,0,334.5
1/6/18 1:00,4235,0,-8.88,-11.94,-9.49,-10.33,0,0,304.5
1/6/18 2:00,4236,0,-8.88,-10.47,-10.29,-9.34,0,0,310.5
1/6/18 3:00,4237,0,-9.12,-11.32,-10.41,-10.23,0,0,302.8
1/6/18 4:00,4238,0,-9.98,-12.73,-12.67,-10.95,0,0,90.2
1/6/18 5:00,4239,0,-10.16,-12.79,-11.56,-11.3,0,0,75.67
1/6/18 6:00,4240,0,-10.16,-11.75,-11.14,-11.01,0,0,111.5
1/6/18 7:00,4241,0,-9.37,-11.75,-9.55,-10.72,0,0,110.4
1/6/18 8:00,4242,0,-8.76,-10.16,-9.12,-9.47,0,0,133.2
1/6/18 9:00,4243,0,-6.745,-9.43,-7.05,-8.2,0,0,131.4
1/6/18 10:00,4244,0,-2.234,-6.867,-2.295,-3.945,11.8,4.693,134.2
1/6/18 11:00,4245,0,1.358,-2.417,0.991,-0.356,13.48,7.32,170.6
1/6/18 12:00,4246,0,3.908,0.99,3.908,2.7,13.48,8.3,143.7
1/6/18 13:00,4247,0,5.367,3.359,4.878,4.27,16.5,10.63,172.6
1/6/18 14:00,4248,0,7.259,4.817,7.015,6.145,15.83,9.96,178.7
1/6/18 15:00,4249,0,8.79,6.649,8.11,7.548,18.51,11.22,176.4
1/6/18 16:00,4250,0,8.47,7.802,7.865,8.07,18.18,11.83,151.2
1/6/18 17:00,4251,0,7.865,6.71,6.893,7.066,19.18,12.37,172.7
1/6/18 18:00,4252,0,7.442,6.771,7.198,7.095,22.2,13.1,155.4
1/6/18 19:00,4253,0,8.05,7.137,7.748,7.583,20.52,12.09,152.6
1/6/18 20:00,4254,0,8.42,7.626,7.687,7.949,21.19,12.68,154.5
1/6/18 21:00,4255,0,8.85,7.687,8.72,8.18,23.21,14.55,143.5
1/6/18 22:00,4256,0,9.88,8.42,9.46,9.16,22.87,13.83,162.1
1/6/18 23:00,4257,0,10.24,9.46,9.94,9.76,24.55,13.06,168.1
1/7/18 0:00,4258,0,11.04,9.82,10.67,10.36,19.52,10.31,174.2
1/7/18 1:00,4259,0,12.2,10.67,11.83,11.66,20.86,12.08,179.4
1/7/18 2:00,4260,0,12.44,11.65,12.2,12,18.85,9.96,179.5
1/7/18 3:00,4261,0,13.23,11.95,13.05,12.5,19.18,9.88,162.3
1/7/18 4:00,4262,0,13.42,12.86,12.93,13.07,14.49,8.19,176.4
1/7/18 5:00,4263,0,13.23,11.65,11.95,12.29,14.82,6.411,151
1/7/18 6:00,4264,0,13.11,11.71,12.93,12.53,10.13,6.276,154.2
1/7/18 7:00,4265,0,13.54,12.38,13.48,12.98,9.12,5.68,146.4
1/7/18 8:00,4266,0,14.27,13.11,14.02,13.75,9.12,5.797,155.1
1/7/18 9:00,4267,0,18.1,13.84,17.92,15.87,14.82,7.28,221.1
1/7/18 10:00,4268,0,19.62,17.86,19.62,18.63,14.82,7.196,217.1
1/7/18 11:00,4269,0,21.99,19.44,21.93,20.81,13.82,4.871,243.3
1/7/18 12:00,4270,0,24.17,21.44,22.95,22.76,13.15,6.905,192.8
1/7/18 13:00,4271,0,24.95,22.7,24.52,23.79,13.48,6.892,177.4
1/7/18 14:00,4272,0,25.38,24.16,25.07,24.72,10.8,6.304,202.3
1/7/18 15:00,4273,0,26.29,25.07,26.05,25.82,10.8,5.228,254.9
1/7/18 16:00,4274,0,27.57,25.86,27.21,26.62,8.45,2.742,257.8
1/7/18 17:00,4275,0,27.57,26.05,26.35,26.77,4.76,0.209,237.7
1/7/18 18:00,4276,0,27.04,24.96,26.91,25.94,7.108,1.35,242.6
1/7/18 19:00,4277,0,27.22,26.3,26.48,26.77,8.45,2.928,248.8
1/7/18 20:00,4278,0,28.73,26.48,28.67,27.53,12.81,5.266,281.3
1/7/18 21:00,4279,0,28.86,27.57,27.82,27.98,12.47,8.75,275.2
1/7/18 22:00,4280,0,28.67,27.15,28.43,27.66,13.82,8.19,309.7
1/7/18 23:00,4281,0,30.19,28.43,29.95,29.58,13.15,7.941,292.9
1/8/18 0:00,4282,0,30.26,27.82,27.94,29.25,11.8,6.9,277.1
1/8/18 1:00,4283,0,28.74,27.03,28.38,27.73,8.45,4.742,243.6
1/8/18 2:00,4284,0,28.62,26.42,27.1,27.18,10.8,5.438,251
1/8/18 3:00,4285,0,27.46,24.78,24.84,26.31,11.8,4.812,243.8
1/8/18 4:00,4286,0,27.23,24.84,26.86,26.32,13.15,7.579,270.2
1/8/18 5:00,4287,0,27.4,26.3,27.1,26.83,14.15,8.09,256.6
1/8/18 6:00,4288,0,27.1,25.39,25.57,26.36,13.48,8.13,277.4
1/8/18 7:00,4289,0,25.82,24.42,24.67,25.06,9.79,6.227,263.8
1/8/18 8:00,4290,0,25.7,24.36,24.97,25.12,12.14,6.797,267.9
1/8/18 9:00,4291,0,26.61,24.85,26.55,25.5,9.46,4.866,267
1/8/18 10:00,4292,0,28.43,26.31,28.18,27.19,10.13,6.304,286
1/8/18 11:00,4293,0,29.94,28.06,29.7,29.01,12.14,6.958,292.1
1/8/18 12:00,4294,0,31.15,29.51,30.84,30.32,13.48,8.43,276.8
1/8/18 13:00,4295,0,32.43,30.48,31.88,31.28,15.16,8.5,295.2
1/8/18 14:00,4296,0,33.51,31.7,33.45,32.83,15.16,8.32,276.3
1/8/18 15:00,4297,0,34.79,33.09,34.43,33.79,13.82,7.873,282.7
1/8/18 16:00,4298,0,35.16,34.24,34.49,34.68,12.47,6.933,276.9
1/8/18 17:00,4299,0,34.61,31.57,31.7,32.99,10.46,5.485,276.8
1/8/18 18:00,4300,0,31.88,28.18,29.04,30.19,5.431,0.296,243.9
1/8/18 19:00,4301,0,29.34,26.24,26.42,27.24,0,0,3.722
1/8/18 20:00,4302,0,27.34,24.91,25.83,25.85,0,0,54.78
1/8/18 21:00,4303,0,27.71,25.16,27.71,26.32,0,0,292.1
1/8/18 22:00,4304,0,28.38,26.24,27.1,27.25,0,0,308.7
1/8/18 23:00,4305,0,27.83,24.54,25.21,25.97,0,0,29.85
1/9/18 0:00,4306,0,26.13,24.54,25.09,25.34,0,0,35.02
1/9/18 1:00,4307,0,27.28,25.09,26.97,26.07,0,0,43.9
1/9/18 2:00,4308,0,27.64,26.85,27.33,27.23,0,0,123.7
1/9/18 3:00,4309,0,27.88,27.02,27.21,27.35,6.773,0.648,137.7
1/9/18 4:00,4310,0,27.82,26.72,26.84,27.37,8.11,3.632,82.5
1/9/18 5:00,4311,0,27.63,26.6,27.21,27.09,8.45,4.376,122.6
1/9/18 6:00,4312,0,28.91,27.15,28.67,28.13,11.8,6.504,115.8
1/9/18 7:00,4313,0,29.58,28.55,29.16,29.09,10.8,6.559,108.5
1/9/18 8:00,4314,0,30.86,28.98,30.68,29.77,14.15,7.603,115.2
1/9/18 9:00,4315,0,31.46,30.56,31.28,31.02,18.51,9.57,132.6
1/9/18 10:00,4316,0,33.28,31.1,33.28,32.12,19.52,11.02,139.5
1/9/18 11:00,4317,0,34.37,32.98,34.13,33.53,20.52,11.54,138.9
1/9/18 12:00,4318,0,36.85,33.94,36.61,35.5,20.52,11.47,154.3
1/9/18 13:00,4319,0,39.08,36.55,38.89,37.58,18.85,11.26,142.7
1/9/18 14:00,4320,0,40.5,38.62,40.32,39.75,20.52,10.9,148.6
1/9/18 15:00,4321,0,40.74,39.16,39.35,40.07,18.18,10.56,157.6
1/9/18 16:00,4322,0,39.84,38.74,38.92,39.4,19.52,10.99,165.9
1/9/18 17:00,4323,0,39.35,37.46,37.95,38.48,15.16,8.85,148.8
1/9/18 18:00,4324,0,38.07,36.44,36.86,37.2,12.81,7.235,133.3
1/9/18 19:00,4325,0,36.93,35.83,36.08,36.33,14.82,7.696,166.5
1/9/18 20:00,4326,0,36.39,35.05,35.54,35.72,15.49,7.773,152.8
1/9/18 21:00,4327,0,35.78,34.68,35.08,35.2,16.16,9.17,155
1/9/18 22:00,4328,0,35.29,34.07,34.68,34.77,16.5,10.03,144.9
1/9/18 23:00,4329,0,34.93,33.83,34.07,34.44,16.83,9.48,141
1/10/18 0:00,4330,0,34.5,33.1,33.59,33.81,22.54,10.79,155.8
1/10/18 1:00,4331,0,34.38,32.19,32.55,33.46,22.87,13.05,172.4
1/10/18 2:00,4332,0,32.61,31.1,31.52,31.67,17.84,10.37,147.6
1/10/18 3:00,4333,0,31.59,30.91,31.28,31.24,18.51,10.16,145.7
1/10/18 4:00,4334,0,32.13,30.98,31.77,31.51,19.52,11.16,141
1/10/18 5:00,4335,0,32.86,31.71,32.31,32.36,19.85,11.62,181.8
1/10/18 6:00,4336,0,32.8,32.12,32.49,32.42,25.22,13.02,176.8
1/10/18 7:00,4337,0,32.79,32.18,32.55,32.41,20.52,11.8,176.5
1/10/18 8:00,4338,0,33.46,32.37,33.28,32.87,19.18,11.34,168.6
1/10/18 9:00,4339,0,33.77,32.98,33.59,33.35,18.51,10.89,186.8
1/10/18 10:00,4340,0,34.07,33.28,33.77,33.68,17.17,9.71,171.7
1/10/18 11:00,4341,0,34.68,33.59,34.44,34.17,17.17,9.14,156.6
1/10/18 12:00,4342,0,34.99,34.26,34.56,34.63,16.83,9.66,178.8
1/10/18 13:00,4343,0,35.47,34.5,35.1,35.03,16.83,9.16,199.7
1/10/18 14:00,4344,0,35.77,34.85,35.04,35.33,13.48,7.359,170.2
1/10/18 15:00,4345,0,35.4,34.49,34.86,34.95,14.15,7.309,164.6
1/10/18 16:00,4346,0,34.92,34.37,34.56,34.67,12.14,6.33,147.2
1/10/18 17:00,4347,0,34.93,34.26,34.5,34.61,11.8,6.368,145.3
1/10/18 18:00,4348,0,34.87,33.95,34.32,34.35,10.13,5.413,130.4
1/10/18 19:00,4349,0,34.41,33.59,33.71,33.93,8.45,4.271,165
1/10/18 20:00,4350,0,34.38,33.65,34.13,33.96,10.13,4.585,161.9
1/10/18 21:00,4351,0,34.38,33.59,34.13,33.99,6.773,0.93,171.9
1/10/18 22:00,4352,0,34.5,33.89,34.44,34.17,4.76,0.21,148.4
1/10/18 23:00,4353,0,34.93,34.07,34.62,34.5,6.773,1.341,224.1
1/11/18 0:00,4354,0,34.87,34.26,34.62,34.6,0,0,188.9
1/11/18 1:00,4355,0.01,34.8,34.01,34.19,34.42,6.773,0.476,231.9
1/11/18 2:00,4356,0,34.74,32.73,32.91,34.06,14.82,5.965,287.2
1/11/18 3:00,4357,0,33.1,29.68,29.93,31.27,15.16,8.82,274.6
1/11/18 4:00,4358,0,29.99,25.49,25.55,27.96,18.51,9.64,277.3
1/11/18 5:00,4359,0,25.79,21.9,22.08,23.53,18.85,12.45,275.5
1/11/18 6:00,4360,0,22.51,18.2,18.26,20.48,23.21,13.3,291.5
1/11/18 7:00,4361,0,18.51,14.37,14.37,16.52,22.54,14.21,292.3
1/11/18 8:00,4362,0,14.79,11.38,11.38,13.08,20.19,13,288.9
1/11/18 9:00,4363,0,11.87,10.17,10.36,10.95,18.85,10.89,292.1
1/11/18 10:00,4364,0,10.72,8.53,8.59,9.65,20.86,12.46,332.3
1/11/18 11:00,4365,0,9.33,8.29,8.84,8.7,22.87,11.86,297.6
1/11/18 12:00,4366,0,8.84,7.74,7.744,8.22,24.88,11.6,296.5
1/11/18 13:00,4367,0,8.17,6.771,6.771,7.606,20.86,12.18,310.8
1/11/18 14:00,4368,0,6.954,5.305,5.855,6.025,23.88,13.52,319.1
1/11/18 15:00,4369,0,5.916,4.699,4.761,5.258,23.88,13.96,314.8
1/11/18 16:00,4370,0,5.924,4.821,5.313,5.313,21.87,11.28,332.6
1/11/18 17:00,4371,0,6.29,5.312,6.046,5.754,25.89,12.16,338.9
1/11/18 18:00,4372,0,6.84,5.863,6.595,6.317,21.87,12.21,337.2
1/11/18 19:00,4373,0,6.717,5.618,5.863,6.107,20.19,11.54,325.8
1/11/18 20:00,4374,0,5.985,4.947,5.069,5.457,22.2,10.73,351.6
1/11/18 21:00,4375,0,5.191,3.605,3.605,4.455,19.52,11.49,329.7
1/11/18 22:00,4376,0,3.851,2.328,2.328,2.923,26.9,9.75,322.3
1/11/18 23:00,4377,0,2.694,-0.17,0.136,1.267,18.18,10.42,311.1
1/12/18 0:00,4378,0,0.136,-2.301,-2.179,-1.004,18.85,9.29,330
1/12/18 1:00,4379,0,-2.057,-3.951,-3.829,-2.952,19.85,10.17,325.7
1/12/18 2:00,4380,0,-3.585,-5.717,-5.717,-4.6,17.84,8.3,313.2
1/12/18 3:00,4381,0,-5.412,-7.244,-6.939,-6.322,16.83,8.8,336
1/12/18 4:00,4382,0,-7,-8.71,-8.65,-7.87,14.82,8.63,332.1
1/12/18 5:00,4383,0,-8.4,-9.8,-9.5,-9.19,16.83,8.34,320.6
1/12/18 6:00,4384,0,-9.44,-11.09,-11.02,-10.35,14.82,7.847,335.7
1/12/18 7:00,4385,0,-10.78,-11.94,-11.63,-11.38,14.49,8.15,1.435
1/12/18 8:00,4386,0,-11.63,-12.67,-12.55,-12.23,13.15,7.118,331.5
1/12/18 9:00,4387,0,-11.51,-12.73,-11.57,-12.19,14.49,7.636,333
1/12/18 10:00,4388,0,-9.99,-11.94,-10.23,-11.03,14.49,7.855,318.3
1/12/18 11:00,4389,0,-6.027,-10.3,-6.271,-8.05,10.8,5.893,17.78
1/12/18 12:00,4390,0,-3.041,-6.271,-3.469,-4.764,12.14,5.791,19.38
1/12/18 13:00,4391,0,-1.276,-3.652,-1.398,-2.662,14.49,7.543,302.1
1/12/18 14:00,4392,0,0.738,-1.887,0.428,-0.584,13.15,7.219,339.2
1/12/18 15:00,4393,0,1.588,-0.061,1.221,0.847,12.47,6.143,306
1/12/18 16:00,4394,0,2.077,1.038,1.772,1.555,11.47,6.868,324.7
1/12/18 17:00,4395,0,1.833,-0.234,-0.05,0.709,13.82,6.708,295.5
1/12/18 18:00,4396,0,0.134,-1.203,-1.202,-0.599,9.79,4.884,301.2
1/12/18 19:00,4397,0,-0.896,-2.179,-2.118,-1.529,9.12,5.538,316.2
1/12/18 20:00,4398,0,-1.872,-4.128,-4.006,-2.802,8.45,4.562,306.4
1/12/18 21:00,4399,0,-3.639,-4.556,-4.067,-4.157,5.766,4.004,299.3
1/12/18 22:00,4400,0,-2.967,-4.25,-4.006,-3.506,10.46,6.354,312.7
1/12/18 23:00,4401,0,-3.456,-4.678,-4.372,-4.161,10.13,6.2,319
1/13/18 0:00,4402,0,-4.006,-5.778,-5.533,-4.817,10.8,7.306,300.9
1/13/18 1:00,4403,0,-5.289,-6.817,-6.756,-6.156,15.16,7.434,306
1/13/18 2:00,4404,0,-6.328,-8.16,-7.973,-7.348,12.14,6.159,314.3
1/13/18 3:00,4405,0,-7.789,-9.25,-9.19,-8.6,9.79,4.754,294.4
1/13/18 4:00,4406,0,-9.01,-10.41,-10.35,-9.75,6.437,3.281,309.2
1/13/18 5:00,4407,0,-10.04,-11.2,-10.96,-10.68,6.437,1.838,310.9
1/13/18 6:00,4408,0,-10.77,-11.69,-11.51,-11.27,7.108,3.97,306.9
1/13/18 7:00,4409,0,-11.14,-12.24,-12.12,-11.71,7.443,4.601,313.2
1/13/18 8:00,4410,0,-11.94,-12.73,-12.3,-12.34,6.437,4.038,325.6
1/13/18 9:00,4411,0,-9.86,-12.36,-10.04,-11.23,7.443,3.192,323.1
1/13/18 10:00,4412,0,-7.244,-10.1,-7.489,-8.81,6.437,3.204,314.7
1/13/18 11:00,4413,0,-4.684,-7.673,-4.929,-6.207,6.437,1.705,300.1
1/13/18 12:00,4414,0,-2.253,-5.051,-2.683,-3.605,6.437,0.971,284.4
1/13/18 13:00,4415,0,-0.183,-2.929,-0.183,-1.764,8.11,3.458,237.1
1/13/18 14:00,4416,0,3.779,-0.366,2.069,0.939,7.108,2.045,342.8
1/13/18 15:00,4417,0,3.779,1.642,2.375,2.32,6.773,1.314,347.2
1/13/18 16:00,4418,0,4.64,2.069,4.64,3.026,5.766,0.726,78.44
1/13/18 17:00,4419,0,4.64,0.494,0.556,2.224,2.077,0.015,3.918
1/13/18 18:00,4420,0,0.739,-3.462,-3.218,-1.597,0,0,37.18
1/13/18 19:00,4421,0,-2.6,-4.312,-3.028,-3.591,0,0,251.1
1/13/18 20:00,4422,0,-1.073,-3.7,-1.558,-2.715,5.096,0.131,174.7
1/13/18 21:00,4423,0,-1.314,-4.678,-2.782,-3.361,4.425,0.653,228.5
1/13/18 22:00,4424,0,-2.17,-5.839,-5.777,-3.733,0,0,124.7
1/13/18 23:00,4425,0,-5.589,-6.807,-6.195,-6.274,0,0,126.7
1/14/18 0:00,4426,0,-4.789,-7.112,-5.095,-5.867,5.431,0.499,151.9
1/14/18 1:00,4427,0,-4.672,-6.567,-6.323,-5.412,5.431,1.349,137.6
