protocol,model,seed,split,genotype,condition,rmse
time_holdout,lstm,1,train,EMS57,cR,0.02181530060950639
time_holdout,lstm,1,train,phyAB,12L12D,0.06303257417434086
time_holdout,lstm,1,train,phyAB,cR,0.006457343419531308
time_holdout,lstm,1,val,Col-0,12L12D,0.09309376211282247
time_holdout,lstm,1,val,Col-0,cR,0.1733808641602894
time_holdout,lstm,1,val,hy5,12L12D,0.38471827160517214
time_holdout,lstm,1,val,hy5,cR,0.4730032379617993
time_holdout,lstm,1,val,MLB,12L12D,0.12734150044528295
time_holdout,lstm,1,val,MLB,cR,0.2474496578660544
time_holdout,lstm,1,val,EMS57,12L12D,0.36392088236103354
time_holdout,lstm,1,val,EMS57,cR,0.5465648502027136
time_holdout,lstm,1,val,phyAB,12L12D,0.49890798422100474
time_holdout,lstm,1,val,phyAB,cR,0.2968445445494452
time_holdout,lstm,1,test,Col-0,12L12D,0.4847094277733133
time_holdout,lstm,1,test,Col-0,cR,0.3791497078155495
time_holdout,lstm,1,test,hy5,12L12D,0.27453390013858003
time_holdout,lstm,1,test,hy5,cR,0.18445581329483307
time_holdout,lstm,1,test,MLB,12L12D,0.08988503974122225
time_holdout,lstm,1,test,MLB,cR,0.27594418729464054
time_holdout,lstm,1,test,EMS57,12L12D,0.310386165668428
time_holdout,lstm,1,test,EMS57,cR,0.2952038035874544
time_holdout,lstm,1,test,phyAB,12L12D,0.33395396518040366
time_holdout,lstm,1,test,phyAB,cR,0.3827860989591347
time_holdout,lstm,2,train,Col-0,12L12D,0.02665302516244154
time_holdout,lstm,2,train,Col-0,cR,0.02477559056963379
time_holdout,lstm,2,train,hy5,12L12D,0.017111871796456943
time_holdout,lstm,2,train,hy5,cR,0.04401893941922273
time_holdout,lstm,2,train,MLB,12L12D,0.02833384834814335
time_holdout,lstm,2,train,MLB,cR,0.022826056265471482
time_holdout,lstm,2,train,EMS57,12L12D,0.024191731677898044
time_holdout,lstm,2,train,EMS57,cR,0.01533201107180227
time_holdout,lstm,2,train,phyAB,12L12D,0.02936536406674921
time_holdout,lstm,2,train,phyAB,cR,0.02532914339428406
time_holdout,lstm,2,val,Col-0,12L12D,0.07807169727842814
time_holdout,lstm,2,val,Col-0,cR,0.1893054882523608
time_holdout,lstm,2,val,hy5,12L12D,0.387037773407957
time_holdout,lstm,2,val,hy5,cR,0.45620076295945844
time_holdout,lstm,2,val,MLB,12L12D,0.11076113016333916
time_holdout,lstm,2,val,MLB,cR,0.2566802491987714
time_holdout,lstm,2,val,EMS57,12L12D,0.40484995640084254
time_holdout,lstm,2,val,EMS57,cR,0.5453595060008964
time_holdout,lstm,2,val,phyAB,12L12D,0.4730384744418325
time_holdout,lstm,2,val,phyAB,cR,0.27836348511310016
time_holdout,lstm,2,test,Col-0,12L12D,0.5034642056017785
time_holdout,lstm,2,test,Col-0,cR,0.3602871267088082
time_holdout,lstm,2,test,hy5,12L12D,0.3736708898246352
time_holdout,lstm,2,test,hy5,cR,0.22819223503064975
time_holdout,lstm,2,test,MLB,12L12D,0.13890472477939578
time_holdout,lstm,2,test,MLB,cR,0.28937762518040067
time_holdout,lstm,2,test,EMS57,12L12D,0.5996104230801717
time_holdout,lstm,2,test,EMS57,cR,0.4611199192649769
time_holdout,lstm,2,test,phyAB,12L12D,0.4757107655035524
time_holdout,lstm,2,test,phyAB,cR,0.40171201585870575
time_holdout,lstm,3,train,Col-0,12L12D,0.05849220641997908
time_holdout,lstm,3,train,Col-0,cR,0.06790872732251
time_holdout,lstm,3,train,hy5,12L12D,0.036396512024574175
time_holdout,lstm,3,train,hy5,cR,0.09423625198847191
time_holdout,lstm,3,train,MLB,12L12D,0.054755902424249846
time_holdout,lstm,3,train,MLB,cR,0.06337609163049222
time_holdout,lstm,3,train,EMS57,12L12D,0.07509148397108889
time_holdout,lstm,3,train,EMS57,cR,0.10818118577574613
time_holdout,lstm,3,train,phyAB,12L12D,0.07960540385049014
time_holdout,lstm,3,train,phyAB,cR,0.11186299994707806
time_holdout,lstm,3,val,Col-0,12L12D,0.11933195013368708
time_holdout,lstm,3,val,Col-0,cR,0.1974268380312762
time_holdout,lstm,3,val,hy5,12L12D,0.3704111732982077
time_holdout,lstm,3,val,hy5,cR,0.4650254770887545
time_holdout,lstm,3,val,MLB,12L12D,0.10477494242698075
time_holdout,lstm,3,val,MLB,cR,0.20547166974060213
time_holdout,lstm,3,val,EMS57,12L12D,0.40238105000049385
time_holdout,lstm,3,val,EMS57,cR,0.48655925486061036
time_holdout,lstm,3,val,phyAB,12L12D,0.42059926632133954
time_holdout,lstm,3,val,phyAB,cR,0.2626567411716971
time_holdout,lstm,3,test,Col-0,12L12D,0.5871831478921715
time_holdout,lstm,3,test,Col-0,cR,0.5039912823033961
time_holdout,lstm,3,test,hy5,12L12D,0.285166809452417
time_holdout,lstm,3,test,hy5,cR,0.4655131624342051
time_holdout,lstm,3,test,MLB,12L12D,0.21552237659608794
time_holdout,lstm,3,test,MLB,cR,0.20951016327780436
time_holdout,lstm,3,test,EMS57,12L12D,0.4683514774167411
time_holdout,lstm,3,test,EMS57,cR,0.19798856735200646
time_holdout,lstm,3,test,phyAB,12L12D,0.17974020219127113
time_holdout,lstm,3,test,phyAB,cR,0.34320398839156174
time_holdout,rf,1,train,Col-0,12L12D,0.5795325619207152
time_holdout,rf,1,train,Col-0,cR,0.18916005233920752
time_holdout,rf,1,train,hy5,12L12D,0.36620919026902055
time_holdout,rf,1,train,hy5,cR,0.35136445442721265
time_holdout,rf,1,train,MLB,12L12D,0.6156017678807452
time_holdout,rf,1,train,MLB,cR,0.08374583607500317
time_holdout,rf,1,train,EMS57,12L12D,0.40258130052030316
time_holdout,rf,1,train,EMS57,cR,0.4090111681142767
time_holdout,rf,1,train,phyAB,12L12D,0.3542973314077882
time_holdout,rf,1,train,phyAB,cR,0.6284690437144763
time_holdout,rf,1,val,Col-0,12L12D,0.5210620438182647
time_holdout,rf,1,val,Col-0,cR,0.21076545693202217
time_holdout,rf,1,val,hy5,12L12D,0.2296446961034821
time_holdout,rf,1,val,hy5,cR,0.6780753265226553
time_holdout,rf,1,val,MLB,12L12D,0.620535288937976
time_holdout,rf,1,val,MLB,cR,0.2592807422825263
time_holdout,rf,1,val,EMS57,12L12D,0.3819252212324943
time_holdout,rf,1,val,EMS57,cR,0.360280429250258
time_holdout,rf,1,val,phyAB,12L12D,0.7030545547117801
time_holdout,rf,1,val,phyAB,cR,0.7114499746432879
time_holdout,rf,1,test,Col-0,12L12D,0.6913582222687932
time_holdout,rf,1,test,Col-0,cR,0.5820011498990233
time_holdout,rf,1,test,hy5,12L12D,0.4843249836150601
time_holdout,rf,1,test,hy5,cR,1.0491561729632584
time_holdout,rf,1,test,MLB,12L12D,0.974643191726585
time_holdout,rf,1,test,MLB,cR,0.7884123961557495
time_holdout,rf,1,test,EMS57,12L12D,0.8699134222770185
time_holdout,rf,1,test,EMS57,cR,0.8439926202372602
time_holdout,rf,1,test,phyAB,12L12D,0.610305586093486
time_holdout,rf,1,test,phyAB,cR,1.5446296190348956
time_holdout,rf,2,train,Col-0,12L12D,0.4797381689509171
time_holdout,rf,2,train,Col-0,cR,0.14211627277183017
time_holdout,rf,2,train,hy5,12L12D,0.2971670215922203
time_holdout,rf,2,train,hy5,cR,0.3187030602492999
time_holdout,rf,2,train,MLB,12L12D,0.7036634141368571
time_holdout,rf,2,train,MLB,cR,0.095374613640559
time_holdout,rf,2,train,EMS57,12L12D,0.36175144946883114
time_holdout,rf,2,train,EMS57,cR,0.4202840625930866
time_holdout,rf,2,train,phyAB,12L12D,0.26269605000414264
time_holdout,rf,2,train,phyAB,cR,0.6036387105191583
time_holdout,rf,2,val,Col-0,12L12D,0.42720921342682505
time_holdout,rf,2,val,Col-0,cR,0.23347199506854885
time_holdout,rf,2,val,hy5,12L12D,0.2668163997036069
time_holdout,rf,2,val,hy5,cR,0.6731162734215531
time_holdout,rf,2,val,MLB,12L12D,0.7035145790257773
time_holdout,rf,2,val,MLB,cR,0.25882883639025084
time_holdout,rf,2,val,EMS57,12L12D,0.3392139666059912
time_holdout,rf,2,val,EMS57,cR,0.26497725170299685
time_holdout,rf,2,val,phyAB,12L12D,0.6373670700113105
time_holdout,rf,2,val,phyAB,cR,0.6552325861998334
time_holdout,rf,2,test,Col-0,12L12D,0.6530061238930298
time_holdout,rf,2,test,Col-0,cR,0.6111996734747989
time_holdout,rf,2,test,hy5,12L12D,0.44865520927571934
time_holdout,rf,2,test,hy5,cR,1.1287726547427155
time_holdout,rf,2,test,MLB,12L12D,1.1531560466963
time_holdout,rf,2,test,MLB,cR,0.5961124955544926
time_holdout,rf,2,test,EMS57,12L12D,0.8721067049928386
time_holdout,rf,2,test,EMS57,cR,0.6671727465308055
time_holdout,rf,2,test,phyAB,12L12D,0.6032078904166482
time_holdout,rf,2,test,phyAB,cR,1.3438845855238648
time_holdout,rf,3,train,Col-0,12L12D,0.5432161528839612
time_holdout,rf,3,train,Col-0,cR,0.28370337428736064
time_holdout,rf,3,train,hy5,12L12D,0.30346741240320213
time_holdout,rf,3,train,hy5,cR,0.24128888910019172
time_holdout,rf,3,train,MLB,12L12D,0.6189337156360855
time_holdout,rf,3,train,MLB,cR,0.09095813627616674
time_holdout,rf,3,train,EMS57,12L12D,0.5193481148288289
time_holdout,rf,3,train,EMS57,cR,0.3978885604021686
time_holdout,rf,3,train,phyAB,12L12D,0.36580732400976373
time_holdout,rf,3,train,phyAB,cR,0.6131630851520685
time_holdout,rf,3,val,Col-0,12L12D,0.48697473123127
time_holdout,rf,3,val,Col-0,cR,0.27477476538445017
time_holdout,rf,3,val,hy5,12L12D,0.2971551108145169
time_holdout,rf,3,val,hy5,cR,0.569909517060133
time_holdout,rf,3,val,MLB,12L12D,0.6134629592979085
time_holdout,rf,3,val,MLB,cR,0.28574543795661705
time_holdout,rf,3,val,EMS57,12L12D,0.3639507289856214
time_holdout,rf,3,val,EMS57,cR,0.32700654521011996
time_holdout,rf,3,val,phyAB,12L12D,0.6772917752142595
time_holdout,rf,3,val,phyAB,cR,0.6750459094519734
time_holdout,rf,3,test,Col-0,12L12D,0.7704600491987026
time_holdout,rf,3,test,Col-0,cR,0.44371035614999144
time_holdout,rf,3,test,hy5,12L12D,0.38080289550976376
time_holdout,rf,3,test,hy5,cR,1.0766931598769485
time_holdout,rf,3,test,MLB,12L12D,1.0655749391744997
time_holdout,rf,3,test,MLB,cR,0.6459907124610996
time_holdout,rf,3,test,EMS57,12L12D,0.7744482350704988
time_holdout,rf,3,test,EMS57,cR,0.6566615248108996
time_holdout,rf,3,test,phyAB,12L12D,0.5618055694211626
time_holdout,rf,3,test,phyAB,cR,1.3894431328088557
time_holdout,light_logistic,1,train,Col-0,12L12D,0.14866510403563524
time_holdout,light_logistic,1,train,Col-0,cR,0.08942932612406836
time_holdout,light_logistic,1,train,hy5,12L12D,0.24384429326569068
time_holdout,light_logistic,1,train,hy5,cR,0.36674579450957856
time_holdout,light_logistic,1,train,MLB,12L12D,0.22991599900143847
time_holdout,light_logistic,1,train,MLB,cR,0.24713542543880826
time_holdout,light_logistic,1,train,EMS57,12L12D,0.4045212092886251
time_holdout,light_logistic,1,train,EMS57,cR,0.3746178439036232
time_holdout,light_logistic,1,train,phyAB,12L12D,0.5476718953459454
time_holdout,light_logistic,1,train,phyAB,cR,0.5861464223313122
time_holdout,light_logistic,1,val,Col-0,12L12D,0.11563211341695404
time_holdout,light_logistic,1,val,Col-0,cR,0.23242262266368546
time_holdout,light_logistic,1,val,hy5,12L12D,0.2674174555781287
time_holdout,light_logistic,1,val,hy5,cR,0.4484174505405764
time_holdout,light_logistic,1,val,MLB,12L12D,0.3471443015908334
time_holdout,light_logistic,1,val,MLB,cR,0.3455986259533955
time_holdout,light_logistic,1,val,EMS57,12L12D,0.6630825615830594
time_holdout,light_logistic,1,val,EMS57,cR,0.6849758026864711
time_holdout,light_logistic,1,val,phyAB,12L12D,0.905660719072533
time_holdout,light_logistic,1,val,phyAB,cR,0.49272824713851476
time_holdout,light_logistic,1,test,Col-0,12L12D,0.47091053658952264
time_holdout,light_logistic,1,test,Col-0,cR,0.35550002190637253
time_holdout,light_logistic,1,test,hy5,12L12D,0.5251454352911298
time_holdout,light_logistic,1,test,hy5,cR,0.49285480717189184
time_holdout,light_logistic,1,test,MLB,12L12D,0.4679486795698983
time_holdout,light_logistic,1,test,MLB,cR,0.44026599595207083
time_holdout,light_logistic,1,test,EMS57,12L12D,0.8153001638997155
time_holdout,light_logistic,1,test,EMS57,cR,0.15174565159073217
time_holdout,light_logistic,1,test,phyAB,12L12D,0.9117536850594117
time_holdout,light_logistic,1,test,phyAB,cR,0.2969334785239375
time_holdout,logistic,1,train,Col-0,12L12D,0.10484354123715657
time_holdout,logistic,1,train,Col-0,cR,0.08724772722302976
time_holdout,logistic,1,train,hy5,12L12D,0.46676673492719356
time_holdout,logistic,1,train,hy5,cR,0.36206850619732867
time_holdout,logistic,1,train,MLB,12L12D,0.1681952117881848
time_holdout,logistic,1,train,MLB,cR,0.15741575876835726
time_holdout,logistic,1,train,EMS57,12L12D,0.5169771790847273
time_holdout,logistic,1,train,EMS57,cR,0.31894650944001207
time_holdout,logistic,1,train,phyAB,12L12D,0.575997811602813
time_holdout,logistic,1,train,phyAB,cR,0.5788921344645465
time_holdout,logistic,1,val,Col-0,12L12D,0.13891252571329518
time_holdout,logistic,1,val,Col-0,cR,0.23248868037658638
time_holdout,logistic,1,val,hy5,12L12D,0.5151101768501071
time_holdout,logistic,1,val,hy5,cR,0.4758434958143118
time_holdout,logistic,1,val,MLB,12L12D,0.2241479107202502
time_holdout,logistic,1,val,MLB,cR,0.20802373073471675
time_holdout,logistic,1,val,EMS57,12L12D,0.6104075188436591
time_holdout,logistic,1,val,EMS57,cR,0.627130474988141
time_holdout,logistic,1,val,phyAB,12L12D,0.7657702150856378
time_holdout,logistic,1,val,phyAB,cR,0.49621063070959875
time_holdout,logistic,1,test,Col-0,12L12D,0.7145616300580964
time_holdout,logistic,1,test,Col-0,cR,0.34037338417672014
time_holdout,logistic,1,test,hy5,12L12D,0.21984252223816914
time_holdout,logistic,1,test,hy5,cR,0.4412855855767411
time_holdout,logistic,1,test,MLB,12L12D,0.09311305994378266
time_holdout,logistic,1,test,MLB,cR,0.20808937340039227
time_holdout,logistic,1,test,EMS57,12L12D,0.29592608775670237
time_holdout,logistic,1,test,EMS57,cR,0.3254349590346386
time_holdout,logistic,1,test,phyAB,12L12D,0.23539520050002039
time_holdout,logistic,1,test,phyAB,cR,0.4008870123362927
time_holdout,latent_ode_matched,1,train,Col-0,12L12D,0.18880621791474805
time_holdout,latent_ode_matched,1,train,Col-0,cR,0.08994216453276238
time_holdout,latent_ode_matched,1,train,hy5,12L12D,0.14050263937578272
time_holdout,latent_ode_matched,1,train,hy5,cR,0.11998015444224594
time_holdout,latent_ode_matched,1,train,MLB,12L12D,0.16433158677435927
time_holdout,latent_ode_matched,1,train,MLB,cR,0.21079456915853795
time_holdout,latent_ode_matched,1,train,EMS57,12L12D,0.16950272661127117
time_holdout,latent_ode_matched,1,train,EMS57,cR,0.5022212699029731
time_holdout,latent_ode_matched,1,train,phyAB,12L12D,0.12585498063926218
time_holdout,latent_ode_matched,1,train,phyAB,cR,0.2899160856932654
time_holdout,latent_ode_matched,1,val,Col-0,12L12D,0.15134994475791314
time_holdout,latent_ode_matched,1,val,Col-0,cR,0.2083060787601287
time_holdout,latent_ode_matched,1,val,hy5,12L12D,0.32568183889079905
time_holdout,latent_ode_matched,1,val,hy5,cR,0.49572919040058017
time_holdout,latent_ode_matched,1,val,MLB,12L12D,0.26497270490503116
time_holdout,latent_ode_matched,1,val,MLB,cR,0.29330132924989266
time_holdout,latent_ode_matched,1,val,EMS57,12L12D,0.3182893410253611
time_holdout,latent_ode_matched,1,val,EMS57,cR,0.3259474981116084
time_holdout,latent_ode_matched,1,val,phyAB,12L12D,0.5155849818909226
time_holdout,latent_ode_matched,1,val,phyAB,cR,0.2677018078810091
time_holdout,latent_ode_matched,1,test,Col-0,12L12D,0.5150688927224167
time_holdout,latent_ode_matched,1,test,Col-0,cR,0.5032909574227477
time_holdout,latent_ode_matched,1,test,hy5,12L12D,0.2895801585752135
time_holdout,latent_ode_matched,1,test,hy5,cR,0.3597775631922014
time_holdout,latent_ode_matched,1,test,MLB,12L12D,0.4525083204358246
time_holdout,latent_ode_matched,1,test,MLB,cR,0.4022405988560925
time_holdout,latent_ode_matched,1,test,EMS57,12L12D,0.31243150139643844
time_holdout,latent_ode_matched,1,test,EMS57,cR,0.24081481231867624
time_holdout,latent_ode_matched,1,test,phyAB,12L12D,0.3262120369463492
time_holdout,latent_ode_matched,1,test,phyAB,cR,0.44750830518795937
time_holdout,latent_ode_matched,2,train,Col-0,12L12D,0.20336139585768653
time_holdout,latent_ode_matched,2,train,Col-0,cR,0.05502742838789835
time_holdout,latent_ode_matched,2,train,hy5,12L12D,0.23286126710610386
time_holdout,latent_ode_matched,2,train,hy5,cR,0.15959907618948704
time_holdout,latent_ode_matched,2,train,MLB,12L12D,0.1676225883886635
time_holdout,latent_ode_matched,2,train,MLB,cR,0.2085190374015159
time_holdout,latent_ode_matched,2,train,EMS57,12L12D,0.15096420366876107
time_holdout,latent_ode_matched,2,train,EMS57,cR,0.2260690316127068
time_holdout,latent_ode_matched,2,train,phyAB,12L12D,0.1707724327368334
time_holdout,latent_ode_matched,2,train,phyAB,cR,0.23193798978594757
time_holdout,latent_ode_matched,2,val,Col-0,12L12D,0.15161410628627633
time_holdout,latent_ode_matched,2,val,Col-0,cR,0.18164168638041497
time_holdout,latent_ode_matched,2,val,hy5,12L12D,0.4016734975721171
time_holdout,latent_ode_matched,2,val,hy5,cR,0.32470331194522845
time_holdout,latent_ode_matched,2,val,MLB,12L12D,0.2536149587826933
time_holdout,latent_ode_matched,2,val,MLB,cR,0.3056015215025933
time_holdout,latent_ode_matched,2,val,EMS57,12L12D,0.43885992957096853
time_holdout,latent_ode_matched,2,val,EMS57,cR,0.4487499012011492
time_holdout,latent_ode_matched,2,val,phyAB,12L12D,0.5033456433904807
time_holdout,latent_ode_matched,2,val,phyAB,cR,0.11755440923719122
time_holdout,latent_ode_matched,2,test,Col-0,12L12D,0.47160322459334075
time_holdout,latent_ode_matched,2,test,Col-0,cR,0.30154961048476564
time_holdout,latent_ode_matched,2,test,hy5,12L12D,0.1956429234438815
time_holdout,latent_ode_matched,2,test,hy5,cR,0.4437760805766757
time_holdout,latent_ode_matched,2,test,MLB,12L12D,0.5076595706868025
time_holdout,latent_ode_matched,2,test,MLB,cR,0.30596075490973257
time_holdout,latent_ode_matched,2,test,EMS57,12L12D,0.415471240972048
time_holdout,latent_ode_matched,2,test,EMS57,cR,0.23605427129654116
time_holdout,latent_ode_matched,2,test,phyAB,12L12D,0.25229743533741245
time_holdout,latent_ode_matched,2,test,phyAB,cR,0.29037060325376457
time_holdout,latent_ode_matched,3,train,Col-0,12L12D,0.1347969567960277
time_holdout,latent_ode_matched,3,train,Col-0,cR,0.04673827083434772
time_holdout,latent_ode_matched,3,train,hy5,12L12D,0.17595449967145618
time_holdout,latent_ode_matched,3,train,hy5,cR,0.14285107997375834
time_holdout,latent_ode_matched,3,train,MLB,12L12D,0.0992109726794836
time_holdout,latent_ode_matched,3,train,MLB,cR,0.16092856371385647
time_holdout,latent_ode_matched,3,train,EMS57,12L12D,0.16577308170438596
time_holdout,latent_ode_matched,3,train,EMS57,cR,0.23969690127563578
time_holdout,latent_ode_matched,3,train,phyAB,12L12D,0.10387175055778916
time_holdout,latent_ode_matched,3,train,phyAB,cR,0.2438995079248495
time_holdout,latent_ode_matched,3,val,Col-0,12L12D,0.10138127041511011
time_holdout,latent_ode_matched,3,val,Col-0,cR,0.18571779809571823
time_holdout,latent_ode_matched,3,val,hy5,12L12D,0.43821899826878724
time_holdout,latent_ode_matched,3,val,hy5,cR,0.34914744741036063
time_holdout,latent_ode_matched,3,val,MLB,12L12D,0.19160555392383805
time_holdout,latent_ode_matched,3,val,MLB,cR,0.2634667693771525
time_holdout,latent_ode_matched,3,val,EMS57,12L12D,0.37220231989446767
time_holdout,latent_ode_matched,3,val,EMS57,cR,0.44166514573977533
time_holdout,latent_ode_matched,3,val,phyAB,12L12D,0.5010433943862928
time_holdout,latent_ode_matched,3,val,phyAB,cR,0.11624314614448333
time_holdout,latent_ode_matched,3,test,Col-0,12L12D,0.4707337955647419
time_holdout,latent_ode_matched,3,test,Col-0,cR,0.30711707422268864
time_holdout,latent_ode_matched,3,test,hy5,12L12D,0.17182944137626396
time_holdout,latent_ode_matched,3,test,hy5,cR,0.39859262461752515
time_holdout,latent_ode_matched,3,test,MLB,12L12D,0.23138693540194444
time_holdout,latent_ode_matched,3,test,MLB,cR,0.30102966278883075
time_holdout,latent_ode_matched,3,test,EMS57,12L12D,0.4445938491107016
time_holdout,latent_ode_matched,3,test,EMS57,cR,0.2782696921359022
time_holdout,latent_ode_matched,3,test,phyAB,12L12D,0.19837460454835998
time_holdout,latent_ode_matched,3,test,phyAB,cR,0.28900199212052735
