observation_id,sheet,genotype,elapsed_hours,length,source_cell,source_row,source_column
12L12D:AH29,12L12D,MLB,72,2.117,AH29,29,34
12L12D:AH30,12L12D,MLB,72,2.296,AH30,30,34
12L12D:AH31,12L12D,MLB,72,2.269,AH31,31,34
12L12D:AH32,12L12D,MLB,72,1.861,AH32,32,34
12L12D:AH33,12L12D,MLB,72,1.77,AH33,33,34
12L12D:AI3,12L12D,EMS57,72,11.185,AI3,3,35
12L12D:AI4,12L12D,EMS57,72,11.095,AI4,4,35
12L12D:AI5,12L12D,EMS57,72,8.433,AI5,5,35
12L12D:AI6,12L12D,EMS57,72,11.005,AI6,6,35
12L12D:AI7,12L12D,EMS57,72,8.816,AI7,7,35
12L12D:AI8,12L12D,EMS57,72,11.655,AI8,8,35
12L12D:AI9,12L12D,EMS57,72,10.426,AI9,9,35
12L12D:AI11,12L12D,EMS57,72,9.894,AI11,11,35
12L12D:AI12,12L12D,EMS57,72,11.337,AI12,12,35
12L12D:AI13,12L12D,EMS57,72,8.881,AI13,13,35
12L12D:AI14,12L12D,EMS57,72,9.979,AI14,14,35
12L12D:AI15,12L12D,EMS57,72,11.949,AI15,15,35
12L12D:AI16,12L12D,EMS57,72,8.12,AI16,16,35
12L12D:AI17,12L12D,EMS57,72,8.775,AI17,17,35
12L12D:AI18,12L12D,EMS57,72,8.425,AI18,18,35
12L12D:AJ3,12L12D,phyAB,72,12.173,AJ3,3,36
12L12D:AJ4,12L12D,phyAB,72,11.21,AJ4,4,36
12L12D:AJ5,12L12D,phyAB,72,12.556,AJ5,5,36
12L12D:AJ6,12L12D,phyAB,72,11.657,AJ6,6,36
12L12D:AJ7,12L12D,phyAB,72,12.234,AJ7,7,36
12L12D:AJ8,12L12D,phyAB,72,10.805,AJ8,8,36
12L12D:AJ9,12L12D,phyAB,72,11.866,AJ9,9,36
12L12D:AJ10,12L12D,phyAB,72,12.465,AJ10,10,36
12L12D:AJ11,12L12D,phyAB,72,13.026,AJ11,11,36
12L12D:AJ12,12L12D,phyAB,72,11.363,AJ12,12,36
12L12D:AJ13,12L12D,phyAB,72,11.827,AJ13,13,36
12L12D:AJ14,12L12D,phyAB,72,11.095,AJ14,14,36
12L12D:AJ15,12L12D,phyAB,72,11.226,AJ15,15,36
12L12D:AJ16,12L12D,phyAB,72,12.53,AJ16,16,36
12L12D:AJ17,12L12D,phyAB,72,10.26,AJ17,17,36
12L12D:AJ18,12L12D,phyAB,72,10.738,AJ18,18,36
12L12D:AJ19,12L12D,phyAB,72,12.192,AJ19,19,36
12L12D:AJ20,12L12D,phyAB,72,10.661,AJ20,20,36
12L12D:AJ21,12L12D,phyAB,72,11.578,AJ21,21,36
12L12D:AJ22,12L12D,phyAB,72,11.51,AJ22,22,36
12L12D:AJ23,12L12D,phyAB,72,10.891,AJ23,23,36
12L12D:AJ24,12L12D,phyAB,72,12.964,AJ24,24,36
12L12D:AJ25,12L12D,phyAB,72,12.893,AJ25,25,36
12L12D:AJ26,12L12D,phyAB,72,11.137,AJ26,26,36
12L12D:AJ27,12L12D,phyAB,72,11.246,AJ27,27,36
12L12D:AJ28,12L12D,phyAB,72,13.719,AJ28,28,36
12L12D:AJ29,12L12D,phyAB,72,12.094,AJ29,29,36
12L12D:AJ30,12L12D,phyAB,72,11.338,AJ30,30,36
12L12D:AJ31,12L12D,phyAB,72,11.61,AJ31,31,36
12L12D:AJ32,12L12D,phyAB,72,12.821,AJ32,32,36
12L12D:AJ33,12L12D,phyAB,72,11.76,AJ33,33,36
12L12D:AJ34,12L12D,phyAB,72,12.133,AJ34,34,36
cR:B3,cR,Col-0,0,1.121,B3,3,2
cR:B4,cR,Col-0,0,0.919,B4,4,2
cR:B5,cR,Col-0,0,1.215,B5,5,2
cR:B6,cR,Col-0,0,1.083,B6,6,2
cR:B7,cR,Col-0,0,1.252,B7,7,2
cR:B8,cR,Col-0,0,1.148,B8,8,2
cR:B9,cR,Col-0,0,1.527,B9,9,2
cR:B10,cR,Col-0,0,1.047,B10,10,2
cR:B11,cR,Col-0,0,1.182,B11,11,2
cR:B12,cR,Col-0,0,1.296,B12,12,2
cR:B13,cR,Col-0,0,1.599,B13,13,2
cR:B14,cR,Col-0,0,1.058,B14,14,2
cR:B15,cR,Col-0,0,0.981,B15,15,2
cR:B16,cR,Col-0,0,1.696,B16,16,2
cR:B17,cR,Col-0,0,1.132,B17,17,2
cR:B18,cR,Col-0,0,1.6,B18,18,2
cR:B19,cR,Col-0,0,0.954,B19,19,2
cR:B20,cR,Col-0,0,1.131,B20,20,2
cR:B21,cR,Col-0,0,0.992,B21,21,2
cR:C3,cR,hy5,0,2.39,C3,3,3
cR:C4,cR,hy5,0,1.954,C4,4,3
cR:C5,cR,hy5,0,1.668,C5,5,3
cR:C6,cR,hy5,0,2.181,C6,6,3
cR:C7,cR,hy5,0,2.192,C7,7,3
cR:C8,cR,hy5,0,1.921,C8,8,3
cR:C9,cR,hy5,0,2.38,C9,9,3
cR:C10,cR,hy5,0,1.754,C10,10,3
cR:C11,cR,hy5,0,1.924,C11,11,3
cR:C12,cR,hy5,0,1.919,C12,12,3
cR:C13,cR,hy5,0,2.24,C13,13,3
cR:C14,cR,hy5,0,2.458,C14,14,3
cR:C15,cR,hy5,0,1.683,C15,15,3
cR:C16,cR,hy5,0,2.141,C16,16,3
cR:C17,cR,hy5,0,1.985,C17,17,3
cR:C18,cR,hy5,0,1.876,C18,18,3
cR:C19,cR,hy5,0,1.941,C19,19,3
cR:C20,cR,hy5,0,1.997,C20,20,3
cR:C21,cR,hy5,0,1.952,C21,21,3
cR:C22,cR,hy5,0,1.707,C22,22,3
cR:C23,cR,hy5,0,2.777,C23,23,3
cR:C24,cR,hy5,0,1.88,C24,24,3
cR:C25,cR,hy5,0,2.309,C25,25,3
cR:C26,cR,hy5,0,2.26,C26,26,3
cR:C27,cR,hy5,0,3.01,C27,27,3
cR:C28,cR,hy5,0,1.621,C28,28,3
cR:D3,cR,MLB,0,1.052,D3,3,4
cR:D4,cR,MLB,0,0.857,D4,4,4
cR:D5,cR,MLB,0,1.057,D5,5,4
cR:D6,cR,MLB,0,0.986,D6,6,4
cR:D7,cR,MLB,0,1.224,D7,7,4
cR:D8,cR,MLB,0,1.183,D8,8,4
cR:D9,cR,MLB,0,1.246,D9,9,4
cR:D10,cR,MLB,0,1.089,D10,10,4
cR:D11,cR,MLB,0,1.139,D11,11,4
cR:D12,cR,MLB,0,1.009,D12,12,4
cR:D13,cR,MLB,0,1.019,D13,13,4
cR:D14,cR,MLB,0,1.051,D14,14,4
cR:D15,cR,MLB,0,1.384,D15,15,4
cR:D16,cR,MLB,0,0.964,D16,16,4
cR:D17,cR,MLB,0,1.174,D17,17,4
cR:D18,cR,MLB,0,0.946,D18,18,4
cR:D19,cR,MLB,0,1.012,D19,19,4
cR:D20,cR,MLB,0,1.071,D20,20,4
cR:D21,cR,MLB,0,1.028,D21,21,4
cR:D22,cR,MLB,0,0.932,D22,22,4
cR:D23,cR,MLB,0,0.953,D23,23,4
cR:D24,cR,MLB,0,1.269,D24,24,4
cR:D25,cR,MLB,0,1.079,D25,25,4
cR:D26,cR,MLB,0,1.208,D26,26,4
cR:D27,cR,MLB,0,1.004,D27,27,4
cR:D28,cR,MLB,0,1.071,D28,28,4
cR:D29,cR,MLB,0,0.991,D29,29,4
cR:E3,cR,EMS57,0,0.921,E3,3,5
cR:E4,cR,EMS57,0,0.925,E4,4,5
cR:E5,cR,EMS57,0,0.91,E5,5,5
cR:F3,cR,phyAB,0,0.985,F3,3,6
cR:F4,cR,phyAB,0,1.442,F4,4,6
cR:F5,cR,phyAB,0,1.401,F5,5,6
cR:F6,cR,phyAB,0,1.483,F6,6,6
cR:F7,cR,phyAB,0,1.106,F7,7,6
cR:F8,cR,phyAB,0,0.871,F8,8,6
cR:F9,cR,phyAB,0,1.194,F9,9,6
cR:F10,cR,phyAB,0,1.179,F10,10,6
cR:F11,cR,phyAB,0,1.798,F11,11,6
cR:F12,cR,phyAB,0,1.337,F12,12,6
cR:F13,cR,phyAB,0,1.632,F13,13,6
cR:F14,cR,phyAB,0,1.426,F14,14,6
cR:F15,cR,phyAB,0,1.977,F15,15,6
cR:F16,cR,phyAB,0,1.401,F16,16,6
cR:F17,cR,phyAB,0,1.389,F17,17,6
cR:F18,cR,phyAB,0,1.251,F18,18,6
cR:F19,cR,phyAB,0,1.418,F19,19,6
cR:F20,cR,phyAB,0,1.531,F20,20,6
cR:F21,cR,phyAB,0,1.267,F21,21,6
cR:G3,cR,Col-0,12,2.178,G3,3,7
cR:G4,cR,Col-0,12,1.95,G4,4,7
cR:G5,cR,Col-0,12,1.462,G5,5,7
cR:G6,cR,Col-0,12,2.303,G6,6,7
cR:G7,cR,Col-0,12,1.408,G7,7,7
cR:G8,cR,Col-0,12,1.588,G8,8,7
cR:G9,cR,Col-0,12,1.906,G9,9,7
cR:G10,cR,Col-0,12,2.206,G10,10,7
cR:G11,cR,Col-0,12,2.109,G11,11,7
cR:G12,cR,Col-0,12,2.513,G12,12,7
cR:G13,cR,Col-0,12,2.388,G13,13,7
cR:G14,cR,Col-0,12,2.901,G14,14,7
cR:G15,cR,Col-0,12,1.932,G15,15,7
cR:G16,cR,Col-0,12,2.754,G16,16,7
cR:G17,cR,Col-0,12,2.511,G17,17,7
cR:G18,cR,Col-0,12,1.365,G18,18,7
cR:G19,cR,Col-0,12,1.598,G19,19,7
cR:G20,cR,Col-0,12,2.347,G20,20,7
cR:G21,cR,Col-0,12,2.53,G21,21,7
cR:G22,cR,Col-0,12,2.297,G22,22,7
cR:G23,cR,Col-0,12,2.127,G23,23,7
cR:G24,cR,Col-0,12,1.925,G24,24,7
cR:G25,cR,Col-0,12,2.745,G25,25,7
cR:G26,cR,Col-0,12,2.44,G26,26,7
cR:G27,cR,Col-0,12,1.861,G27,27,7
cR:G28,cR,Col-0,12,2.368,G28,28,7
cR:G29,cR,Col-0,12,2.436,G29,29,7
cR:G30,cR,Col-0,12,2.054,G30,30,7
cR:G31,cR,Col-0,12,1.731,G31,31,7
cR:G32,cR,Col-0,12,2.368,G32,32,7
cR:G33,cR,Col-0,12,1.712,G33,33,7
cR:H3,cR,hy5,12,4.215,H3,3,8
cR:H4,cR,hy5,12,4.485,H4,4,8
cR:H5,cR,hy5,12,5.361,H5,5,8
cR:H6,cR,hy5,12,3.724,H6,6,8
cR:H7,cR,hy5,12,5.236,H7,7,8
cR:H8,cR,hy5,12,3.96,H8,8,8
cR:H9,cR,hy5,12,4.331,H9,9,8
cR:H10,cR,hy5,12,4.723,H10,10,8
cR:H11,cR,hy5,12,3.357,H11,11,8
cR:H12,cR,hy5,12,5.773,H12,12,8
cR:H13,cR,hy5,12,3.67,H13,13,8
cR:H14,cR,hy5,12,3.882,H14,14,8
cR:H15,cR,hy5,12,5.381,H15,15,8
cR:H16,cR,hy5,12,3.96,H16,16,8
cR:H17,cR,hy5,12,4.472,H17,17,8
cR:H18,cR,hy5,12,4.061,H18,18,8
cR:H19,cR,hy5,12,4.469,H19,19,8
cR:H20,cR,hy5,12,4.965,H20,20,8
cR:H21,cR,hy5,12,5.271,H21,21,8
cR:H22,cR,hy5,12,5.368,H22,22,8
cR:H23,cR,hy5,12,5.077,H23,23,8
cR:H24,cR,hy5,12,5.319,H24,24,8
cR:H25,cR,hy5,12,4.862,H25,25,8
cR:H26,cR,hy5,12,4.432,H26,26,8
cR:H27,cR,hy5,12,5.965,H27,27,8
cR:H28,cR,hy5,12,4.44,H28,28,8
cR:H29,cR,hy5,12,4.579,H29,29,8
cR:H30,cR,hy5,12,4.021,H30,30,8
cR:H31,cR,hy5,12,5.059,H31,31,8
cR:H32,cR,hy5,12,3.964,H32,32,8
cR:I3,cR,MLB,12,2.431,I3,3,9
cR:I4,cR,MLB,12,2.504,I4,4,9
cR:I5,cR,MLB,12,1.985,I5,5,9
cR:I6,cR,MLB,12,1.692,I6,6,9
cR:I7,cR,MLB,12,1.694,I7,7,9
cR:I8,cR,MLB,12,1.677,I8,8,9
cR:I9,cR,MLB,12,2.27,I9,9,9
cR:I10,cR,MLB,12,1.806,I10,10,9
cR:I11,cR,MLB,12,2.016,I11,11,9
cR:I12,cR,MLB,12,2.447,I12,12,9
cR:I13,cR,MLB,12,1.164,I13,13,9
cR:I14,cR,MLB,12,1.609,I14,14,9
cR:I15,cR,MLB,12,2.017,I15,15,9
cR:I16,cR,MLB,12,1.742,I16,16,9
cR:I17,cR,MLB,12,2.453,I17,17,9
cR:I18,cR,MLB,12,2.51,I18,18,9
cR:I19,cR,MLB,12,2.048,I19,19,9
cR:I20,cR,MLB,12,2.454,I20,20,9
cR:I21,cR,MLB,12,2.675,I21,21,9
cR:I22,cR,MLB,12,2.008,I22,22,9
cR:I23,cR,MLB,12,1.854,I23,23,9
cR:I24,cR,MLB,12,1.929,I24,24,9
cR:I25,cR,MLB,12,2.186,I25,25,9
cR:I26,cR,MLB,12,1.921,I26,26,9
cR:I27,cR,MLB,12,1.869,I27,27,9
cR:I28,cR,MLB,12,2.324,I28,28,9
cR:I29,cR,MLB,12,1.947,I29,29,9
cR:I30,cR,MLB,12,2.006,I30,30,9
cR:I31,cR,MLB,12,2.271,I31,31,9
cR:I32,cR,MLB,12,2.049,I32,32,9
cR:J3,cR,EMS57,12,2.583,J3,3,10
cR:J4,cR,EMS57,12,2.75,J4,4,10
cR:J5,cR,EMS57,12,3.23,J5,5,10
cR:J6,cR,EMS57,12,2.21,J6,6,10
cR:J7,cR,EMS57,12,2.614,J7,7,10
cR:J8,cR,EMS57,12,1.973,J8,8,10
cR:J9,cR,EMS57,12,1.92,J9,9,10
cR:J10,cR,EMS57,12,2.902,J10,10,10
cR:K3,cR,phyAB,12,4.082,K3,3,11
cR:K4,cR,phyAB,12,3.005,K4,4,11
cR:K5,cR,phyAB,12,3.135,K5,5,11
cR:K6,cR,phyAB,12,5.027,K6,6,11
cR:K7,cR,phyAB,12,4.061,K7,7,11
cR:K8,cR,phyAB,12,3.743,K8,8,11
cR:K9,cR,phyAB,12,5.817,K9,9,11
cR:K10,cR,phyAB,12,3.814,K10,10,11
cR:K11,cR,phyAB,12,2.874,K11,11,11
cR:K12,cR,phyAB,12,4.649,K12,12,11
cR:K13,cR,phyAB,12,4.802,K13,13,11
cR:K14,cR,phyAB,12,4.564,K14,14,11
cR:K15,cR,phyAB,12,5.456,K15,15,11
cR:K16,cR,phyAB,12,5.713,K16,16,11
cR:K17,cR,phyAB,12,3.796,K17,17,11
cR:K18,cR,phyAB,12,3.666,K18,18,11
cR:K19,cR,phyAB,12,4.534,K19,19,11
cR:K20,cR,phyAB,12,4.147,K20,20,11
cR:K21,cR,phyAB,12,4.186,K21,21,11
cR:K22,cR,phyAB,12,4.708,K22,22,11
cR:K23,cR,phyAB,12,5.279,K23,23,11
cR:K24,cR,phyAB,12,4.651,K24,24,11
cR:K25,cR,phyAB,12,3.136,K25,25,11
cR:K26,cR,phyAB,12,4.775,K26,26,11
cR:K27,cR,phyAB,12,3.873,K27,27,11
cR:K28,cR,phyAB,12,4.951,K28,28,11
cR:K29,cR,phyAB,12,3.808,K29,29,11
cR:K30,cR,phyAB,12,3.673,K30,30,11
cR:K31,cR,phyAB,12,4.098,K31,31,11
cR:K32,cR,phyAB,12,4.682,K32,32,11
cR:K33,cR,phyAB,12,3.705,K33,33,11
cR:L3,cR,Col-0,24,3.202,L3,3,12
cR:L4,cR,Col-0,24,3.115,L4,4,12
cR:L5,cR,Col-0,24,3.666,L5,5,12
cR:L6,cR,Col-0,24,2.767,L6,6,12
cR:L7,cR,Col-0,24,2.619,L7,7,12
cR:L8,cR,Col-0,24,3.433,L8,8,12
cR:L9,cR,Col-0,24,2.196,L9,9,12
cR:L10,cR,Col-0,24,2.825,L10,10,12
cR:L11,cR,Col-0,24,3.265,L11,11,12
cR:L12,cR,Col-0,24,4.003,L12,12,12
cR:L13,cR,Col-0,24,3.449,L13,13,12
cR:L14,cR,Col-0,24,3.202,L14,14,12
cR:L15,cR,Col-0,24,3.218,L15,15,12
cR:L16,cR,Col-0,24,4.009,L16,16,12
cR:L17,cR,Col-0,24,3.683,L17,17,12
cR:L18,cR,Col-0,24,3.453,L18,18,12
cR:L19,cR,Col-0,24,3.521,L19,19,12
cR:L20,cR,Col-0,24,3.778,L20,20,12
cR:L21,cR,Col-0,24,3.129,L21,21,12
cR:L22,cR,Col-0,24,3.127,L22,22,12
cR:L23,cR,Col-0,24,3.911,L23,23,12
cR:L24,cR,Col-0,24,4.524,L24,24,12
cR:L25,cR,Col-0,24,3.426,L25,25,12
cR:L26,cR,Col-0,24,3.55,L26,26,12
cR:L27,cR,Col-0,24,3.73,L27,27,12
cR:L28,cR,Col-0,24,4.097,L28,28,12
cR:L29,cR,Col-0,24,3.852,L29,29,12
cR:L30,cR,Col-0,24,2.7,L30,30,12
cR:L31,cR,Col-0,24,3.766,L31,31,12
cR:L32,cR,Col-0,24,3.399,L32,32,12
cR:M3,cR,hy5,24,6.754,M3,3,13
cR:M4,cR,hy5,24,6.812,M4,4,13
cR:M5,cR,hy5,24,6.656,M5,5,13
cR:M6,cR,hy5,24,6.519,M6,6,13
cR:M7,cR,hy5,24,7.125,M7,7,13
cR:M8,cR,hy5,24,5.484,M8,8,13
cR:M9,cR,hy5,24,5.728,M9,9,13
cR:M10,cR,hy5,24,6.544,M10,10,13
cR:M11,cR,hy5,24,6.146,M11,11,13
cR:M12,cR,hy5,24,7.144,M12,12,13
cR:M13,cR,hy5,24,6.538,M13,13,13
cR:M14,cR,hy5,24,8.447,M14,14,13
cR:M15,cR,hy5,24,8.175,M15,15,13
cR:M16,cR,hy5,24,7.742,M16,16,13
cR:M17,cR,hy5,24,6.658,M17,17,13
cR:M18,cR,hy5,24,6.431,M18,18,13
cR:M19,cR,hy5,24,6.952,M19,19,13
cR:M20,cR,hy5,24,7.786,M20,20,13
cR:M21,cR,hy5,24,6.197,M21,21,13
cR:M22,cR,hy5,24,5.571,M22,22,13
cR:M23,cR,hy5,24,6.795,M23,23,13
cR:M24,cR,hy5,24,7.233,M24,24,13
cR:M25,cR,hy5,24,6.106,M25,25,13
cR:M26,cR,hy5,24,6.486,M26,26,13
cR:M27,cR,hy5,24,6.653,M27,27,13
cR:M28,cR,hy5,24,6.946,M28,28,13
cR:M29,cR,hy5,24,6.604,M29,29,13
cR:M30,cR,hy5,24,6.603,M30,30,13
cR:M31,cR,hy5,24,6.012,M31,31,13
cR:M32,cR,hy5,24,6.43,M32,32,13
cR:M33,cR,hy5,24,6.698,M33,33,13
cR:M34,cR,hy5,24,7.02,M34,34,13
cR:N3,cR,MLB,24,4.024,N3,3,14
cR:N4,cR,MLB,24,3.636,N4,4,14
cR:N5,cR,MLB,24,3.586,N5,5,14
cR:N6,cR,MLB,24,3.903,N6,6,14
cR:N7,cR,MLB,24,4.74,N7,7,14
cR:N8,cR,MLB,24,4.166,N8,8,14
cR:N9,cR,MLB,24,3.067,N9,9,14
cR:N10,cR,MLB,24,3.119,N10,10,14
cR:N11,cR,MLB,24,4.83,N11,11,14
cR:N12,cR,MLB,24,3.999,N12,12,14
cR:N13,cR,MLB,24,3.257,N13,13,14
cR:N14,cR,MLB,24,3.216,N14,14,14
cR:N15,cR,MLB,24,3.522,N15,15,14
cR:N16,cR,MLB,24,3.063,N16,16,14
cR:N17,cR,MLB,24,3.493,N17,17,14
cR:N18,cR,MLB,24,3.895,N18,18,14
cR:N19,cR,MLB,24,3.972,N19,19,14
cR:N20,cR,MLB,24,3.74,N20,20,14
cR:N21,cR,MLB,24,3.989,N21,21,14
cR:N22,cR,MLB,24,4.047,N22,22,14
cR:N23,cR,MLB,24,3.635,N23,23,14
cR:N24,cR,MLB,24,3.725,N24,24,14
cR:N25,cR,MLB,24,3.987,N25,25,14
cR:N26,cR,MLB,24,3.835,N26,26,14
cR:N27,cR,MLB,24,3.454,N27,27,14
cR:N28,cR,MLB,24,3.523,N28,28,14
cR:N29,cR,MLB,24,3.985,N29,29,14
cR:N30,cR,MLB,24,4.625,N30,30,14
cR:N31,cR,MLB,24,3.003,N31,31,14
cR:N32,cR,MLB,24,3.657,N32,32,14
cR:N33,cR,MLB,24,3.906,N33,33,14
cR:N34,cR,MLB,24,2.943,N34,34,14
cR:N35,cR,MLB,24,3.844,N35,35,14
cR:N36,cR,MLB,24,3.876,N36,36,14
cR:N37,cR,MLB,24,4.074,N37,37,14
cR:N38,cR,MLB,24,4.219,N38,38,14
cR:N39,cR,MLB,24,3.457,N39,39,14
cR:N40,cR,MLB,24,4.629,N40,40,14
cR:O3,cR,EMS57,24,5.403,O3,3,15
cR:O4,cR,EMS57,24,6.123,O4,4,15
cR:O5,cR,EMS57,24,5.854,O5,5,15
cR:O6,cR,EMS57,24,5.192,O6,6,15
cR:O7,cR,EMS57,24,5.351,O7,7,15
cR:O8,cR,EMS57,24,4.534,O8,8,15
cR:O9,cR,EMS57,24,6.165,O9,9,15
cR:O10,cR,EMS57,24,5.914,O10,10,15
cR:O11,cR,EMS57,24,4.987,O11,11,15
cR:P3,cR,phyAB,24,8.157,P3,3,16
cR:P4,cR,phyAB,24,7.311,P4,4,16
cR:P5,cR,phyAB,24,7.793,P5,5,16
cR:P6,cR,phyAB,24,7.412,P6,6,16
cR:P7,cR,phyAB,24,7.275,P7,7,16
cR:P8,cR,phyAB,24,6.849,P8,8,16
cR:P9,cR,phyAB,24,7.002,P9,9,16
cR:P10,cR,phyAB,24,8.8,P10,10,16
cR:P11,cR,phyAB,24,8.812,P11,11,16
cR:P12,cR,phyAB,24,7.551,P12,12,16
cR:P13,cR,phyAB,24,7.989,P13,13,16
cR:P14,cR,phyAB,24,9.64,P14,14,16
cR:P15,cR,phyAB,24,6.502,P15,15,16
cR:P16,cR,phyAB,24,9.235,P16,16,16
cR:P17,cR,phyAB,24,8.372,P17,17,16
cR:P18,cR,phyAB,24,7.922,P18,18,16
cR:P19,cR,phyAB,24,7.946,P19,19,16
cR:P20,cR,phyAB,24,9.786,P20,20,16
cR:P21,cR,phyAB,24,8.403,P21,21,16
cR:P22,cR,phyAB,24,7.692,P22,22,16
cR:P23,cR,phyAB,24,7.329,P23,23,16
cR:P24,cR,phyAB,24,7.735,P24,24,16
cR:P25,cR,phyAB,24,7.103,P25,25,16
cR:P26,cR,phyAB,24,7.978,P26,26,16
cR:P27,cR,phyAB,24,8.837,P27,27,16
cR:P28,cR,phyAB,24,7.828,P28,28,16
cR:P29,cR,phyAB,24,8.639,P29,29,16
cR:P30,cR,phyAB,24,7.524,P30,30,16
cR:P31,cR,phyAB,24,7.309,P31,31,16
cR:P32,cR,phyAB,24,8.771,P32,32,16
cR:P33,cR,phyAB,24,7.238,P33,33,16
cR:P34,cR,phyAB,24,7.813,P34,34,16
cR:Q3,cR,Col-0,36,4.195,Q3,3,17
cR:Q4,cR,Col-0,36,4.413,Q4,4,17
cR:Q5,cR,Col-0,36,4.677,Q5,5,17
cR:Q6,cR,Col-0,36,4.933,Q6,6,17
cR:Q7,cR,Col-0,36,4.575,Q7,7,17
cR:Q8,cR,Col-0,36,3.827,Q8,8,17
cR:Q9,cR,Col-0,36,5.183,Q9,9,17
cR:Q10,cR,Col-0,36,4.6,Q10,10,17
cR:Q11,cR,Col-0,36,5.185,Q11,11,17
cR:Q12,cR,Col-0,36,5.859,Q12,12,17
cR:Q13,cR,Col-0,36,4.528,Q13,13,17
cR:Q14,cR,Col-0,36,4.958,Q14,14,17
cR:Q15,cR,Col-0,36,3.813,Q15,15,17
cR:Q16,cR,Col-0,36,3.994,Q16,16,17
cR:Q17,cR,Col-0,36,5.857,Q17,17,17
cR:Q18,cR,Col-0,36,6.387,Q18,18,17
cR:Q19,cR,Col-0,36,5.536,Q19,19,17
cR:Q20,cR,Col-0,36,5.784,Q20,20,17
cR:Q21,cR,Col-0,36,6.557,Q21,21,17
cR:Q22,cR,Col-0,36,4.469,Q22,22,17
cR:Q23,cR,Col-0,36,4.391,Q23,23,17
cR:Q24,cR,Col-0,36,5.118,Q24,24,17
cR:Q25,cR,Col-0,36,4.535,Q25,25,17
cR:Q26,cR,Col-0,36,4.707,Q26,26,17
cR:Q27,cR,Col-0,36,6.274,Q27,27,17
cR:Q28,cR,Col-0,36,4.026,Q28,28,17
cR:Q29,cR,Col-0,36,4.354,Q29,29,17
cR:Q30,cR,Col-0,36,3.692,Q30,30,17
cR:R3,cR,hy5,36,7.9,R3,3,18
cR:R4,cR,hy5,36,7.121,R4,4,18
cR:R5,cR,hy5,36,8.197,R5,5,18
cR:R6,cR,hy5,36,10.184,R6,6,18
cR:R7,cR,hy5,36,9.516,R7,7,18
cR:R8,cR,hy5,36,9.697,R8,8,18
cR:R9,cR,hy5,36,7.815,R9,9,18
cR:R10,cR,hy5,36,6.529,R10,10,18
cR:R11,cR,hy5,36,9.421,R11,11,18
cR:R12,cR,hy5,36,7.945,R12,12,18
cR:R13,cR,hy5,36,9.46,R13,13,18
cR:R14,cR,hy5,36,8.349,R14,14,18
cR:R15,cR,hy5,36,7.02,R15,15,18
cR:R16,cR,hy5,36,7.982,R16,16,18
cR:R17,cR,hy5,36,7.584,R17,17,18
cR:R18,cR,hy5,36,8.868,R18,18,18
cR:R19,cR,hy5,36,8.322,R19,19,18
cR:R20,cR,hy5,36,7.124,R20,20,18
cR:R21,cR,hy5,36,7.128,R21,21,18
cR:R22,cR,hy5,36,7.245,R22,22,18
cR:R23,cR,hy5,36,9.465,R23,23,18
cR:R24,cR,hy5,36,7.247,R24,24,18
cR:R25,cR,hy5,36,7.888,R25,25,18
cR:R26,cR,hy5,36,7.642,R26,26,18
cR:R27,cR,hy5,36,8.39,R27,27,18
cR:R28,cR,hy5,36,10.288,R28,28,18
cR:R29,cR,hy5,36,7.981,R29,29,18
cR:S3,cR,MLB,36,5.033,S3,3,19
cR:S4,cR,MLB,36,5.2,S4,4,19
cR:S5,cR,MLB,36,5.201,S5,5,19
cR:S6,cR,MLB,36,5.336,S6,6,19
cR:S7,cR,MLB,36,4.956,S7,7,19
cR:S8,cR,MLB,36,4.985,S8,8,19
cR:S9,cR,MLB,36,6.593,S9,9,19
cR:S10,cR,MLB,36,5.313,S10,10,19
cR:S11,cR,MLB,36,5.635,S11,11,19
cR:S12,cR,MLB,36,6.17,S12,12,19
cR:S13,cR,MLB,36,5.808,S13,13,19
cR:S14,cR,MLB,36,4.136,S14,14,19
cR:S15,cR,MLB,36,4.477,S15,15,19
cR:S16,cR,MLB,36,5.537,S16,16,19
cR:S17,cR,MLB,36,5.045,S17,17,19
cR:S18,cR,MLB,36,4.582,S18,18,19
cR:S19,cR,MLB,36,4.172,S19,19,19
cR:S20,cR,MLB,36,4.172,S20,20,19
cR:S21,cR,MLB,36,4.79,S21,21,19
cR:S22,cR,MLB,36,5.563,S22,22,19
cR:S23,cR,MLB,36,5.792,S23,23,19
cR:S24,cR,MLB,36,4.932,S24,24,19
cR:S25,cR,MLB,36,4.194,S25,25,19
cR:S26,cR,MLB,36,5.645,S26,26,19
cR:S27,cR,MLB,36,5.334,S27,27,19
cR:S28,cR,MLB,36,5.011,S28,28,19
cR:S29,cR,MLB,36,5.245,S29,29,19
cR:S30,cR,MLB,36,5.209,S30,30,19
cR:T3,cR,EMS57,36,8.054,T3,3,20
cR:T4,cR,EMS57,36,5.906,T4,4,20
cR:T5,cR,EMS57,36,8.712,T5,5,20
cR:T6,cR,EMS57,36,7.731,T6,6,20
cR:T7,cR,EMS57,36,6.512,T7,7,20
cR:T8,cR,EMS57,36,7.042,T8,8,20
cR:T9,cR,EMS57,36,7.801,T9,9,20
cR:T10,cR,EMS57,36,8.256,T10,10,20
cR:T11,cR,EMS57,36,9.334,T11,11,20
cR:T12,cR,EMS57,36,7.611,T12,12,20
